,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,COST,2018 q1,3010,0.5601973754652178,"Mr. Simeon Gutman, CFA",0.3946141048528929,male,Morgan Stanley
1,WMT,2018 q1,3010,0.5689096203211124,"Mr. Simeon Gutman, CFA",0.26622979868560687,male,Morgan Stanley
2,COST,2018 q1,3010,0.5601973754652178,Joseph Agnese,0.6379382443409096,male,CFRA Equity Research
3,SYY,2018 q1,3010,0.6528727788467774,Joseph Agnese,0.9434161560553335,male,CFRA Equity Research
4,WBA,2018 q1,3010,0.6979558626298712,Joseph Agnese,0.6824314769905508,male,CFRA Equity Research
5,WMT,2018 q1,3010,0.5689096203211124,Joseph Agnese,0.6849082755596672,male,CFRA Equity Research
6,COST,2018 q1,3010,0.5601973754652178,Scott A. Mushkin,0.16788405763983996,male,Wolfe Research
7,KR,2018 q1,3010,0.40168554852851934,Scott A. Mushkin,0.10829152875867096,male,Wolfe Research
8,WBA,2018 q1,3010,0.6979558626298712,Scott A. Mushkin,0.25055882594002543,male,Wolfe Research
9,WMT,2018 q1,3010,0.5689096203211124,Scott A. Mushkin,0.17740113751018324,male,Wolfe Research
10,COST,2018 q1,3010,0.5601973754652178,Bill Dreher,0.7304827660431702,male,Susquehanna Financial Group LLLP
11,WMT,2018 q1,3010,0.5689096203211124,Bill Dreher,0.639979540506579,male,Susquehanna Financial Group LLLP
12,COST,2018 q1,3010,0.5601973754652178,"Mr. Oliver Chen, CFA",0.20253333536582835,male,Cowen and Company
13,COST,2018 q1,3010,0.5601973754652178,"Brian W. Nagel, CFA",0.2760063787537475,male,"Oppenheimer & Co., Inc."
14,COST,2018 q1,3010,0.5601973754652178,Mr. Joseph I. Feldman,0.2804603955863823,male,Telsey Advisory Group
15,KR,2018 q1,3010,0.40168554852851934,Mr. Joseph I. Feldman,0.1883810735358611,male,Telsey Advisory Group
16,COST,2018 q1,3010,0.5601973754652178,"Charles E. Cerankosky, Jr",0.3233179688431419,male,Northcoast Research
17,COST,2018 q1,3010,0.5601973754652178,"Scot Ciccarelli, CFA",0.24552410854761217,male,RBC Capital Markets
18,WMT,2018 q1,3010,0.5689096203211124,"Scot Ciccarelli, CFA",0.2596663308989106,male,RBC Capital Markets
19,COST,2018 q1,3010,0.5601973754652178,Karen Short,0.6222780539776214,female,Barclays
20,KR,2018 q1,3010,0.40168554852851934,Karen Short,0.6050317866490411,female,Barclays
21,SYY,2018 q1,3010,0.6528727788467774,Karen Short,0.5497810050149039,female,Barclays
22,WMT,2018 q1,3010,0.5689096203211124,Karen Short,0.25880069353741286,female,Barclays
23,COST,2018 q1,3010,0.5601973754652178,"John Brick, CFA",0.6254836053930577,male,"Morningstar, Inc."
24,COST,2018 q1,3010,0.5601973754652178,Mr. John E. Heinbockel,0.34321193230552294,male,Guggenheim Securities LLC
25,KR,2018 q1,3010,0.40168554852851934,Mr. John E. Heinbockel,0.23061843121058934,male,Guggenheim Securities LLC
26,SYY,2018 q1,3010,0.6528727788467774,Mr. John E. Heinbockel,0.20138541371993265,male,Guggenheim Securities LLC
27,KR,2018 q1,3010,0.40168554852851934,"William Kirk, CFA",0.14240194762035155,male,RBC Capital Markets
28,SYY,2018 q1,3010,0.6528727788467774,"William Kirk, CFA",0.3991667607555915,male,RBC Capital Markets
29,KR,2018 q1,3010,0.40168554852851934,"Jeffrey S. Thomison, CFA",0.30850602008683753,male,Hilliard Lyons
30,KR,2018 q1,3010,0.40168554852851934,Mr. Shane P. Higgins,0.1484626692251722,male,Deutsche Bank
31,SYY,2018 q1,3010,0.6528727788467774,Mr. Shane P. Higgins,0.37913473214847687,male,Deutsche Bank
32,KR,2018 q1,3010,0.40168554852851934,Mr. Vincent J. Sinisi,0.38657555442137936,male,Morgan Stanley
33,KR,2018 q1,3010,0.40168554852851934,Mr. Ben Bienvenu,0.48374837985333685,male,Stephens Inc.
34,WMT,2018 q1,3010,0.5689096203211124,Mr. Ben Bienvenu,0.3474505021151546,male,Stephens Inc.
35,KR,2018 q1,3010,0.40168554852851934,Mr. Ajay K. Jain,0.244406267530673,male,Pivotal Research Group
36,SYY,2018 q1,3010,0.6528727788467774,Mr. Ajay K. Jain,0.3812559791382241,male,Pivotal Research Group
37,WBA,2018 q1,3010,0.6979558626298712,Mr. Ajay K. Jain,0.34516072409164766,male,Pivotal Research Group
38,KR,2018 q1,3010,0.40168554852851934,Mr. Rupesh Parikh,0.13881885102516164,male,"Oppenheimer & Co., Inc."
39,WMT,2018 q1,3010,0.5689096203211124,Mr. Rupesh Parikh,0.16262750261588277,male,"Oppenheimer & Co., Inc."
40,KR,2018 q1,3010,0.40168554852851934,"Robert F. Ohmes, CFA",0.274716451249739,male,BofA Global Research
41,WMT,2018 q1,3010,0.5689096203211124,"Robert F. Ohmes, CFA",0.6175399480818324,male,BofA Global Research
42,SYY,2018 q1,3010,0.6528727788467774,SADIF Research,0.9846616065287848,Not a person,Sadif Analytics Prime
43,WBA,2018 q1,3010,0.6979558626298712,SADIF Research,0.9567728007224978,Not a person,Sadif Analytics Prime
44,WMT,2018 q1,3010,0.5689096203211124,SADIF Research,0.9678841242365874,Not a person,Sadif Analytics Prime
45,SYY,2018 q1,3010,0.6528727788467774,Ms. Marisa Sullivan,0.2893663784209729,female,BofA Global Research
