,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,BAC,2018 q2,4010,0.365020162361676,Mr. Andrew Lim,0.11614396730583795,male,Societe Generale
1,JPM,2018 q2,4010,0.3662076412727574,Mr. Andrew Lim,0.48026538509934885,male,Societe Generale
2,BAC,2018 q2,4010,0.365020162361676,Ms. Susan Roth Katzke,0.5629634202013418,female,Credit Suisse
3,CFG,2018 q2,4010,0.328251224527058,Ms. Susan Roth Katzke,0.12607910243657502,female,Credit Suisse
4,JPM,2018 q2,4010,0.3662076412727574,Ms. Susan Roth Katzke,0.1639950992203979,female,Credit Suisse
5,USB,2018 q2,4010,0.36832556879563016,Ms. Susan Roth Katzke,0.24013597408663745,female,Credit Suisse
6,WFC,2018 q2,4010,0.2909843096810748,Ms. Susan Roth Katzke,0.21031356334394086,female,Credit Suisse
7,BAC,2018 q2,4010,0.365020162361676,Gerard S. Cassidy,0.10857689427586392,male,RBC Capital Markets
8,FITB,2018 q2,4010,0.31492810417868145,Gerard S. Cassidy,0.08606160371075866,male,RBC Capital Markets
9,JPM,2018 q2,4010,0.3662076412727574,Gerard S. Cassidy,0.26416369997894423,male,RBC Capital Markets
10,PNC,2018 q2,4010,0.3323118226522467,Gerard S. Cassidy,0.36769984425224095,male,RBC Capital Markets
11,RF,2018 q2,4010,0.0,Gerard S. Cassidy,,male,RBC Capital Markets
12,TFC,2018 q2,4010,0.3998227069708733,Gerard S. Cassidy,0.3297878069828875,male,RBC Capital Markets
13,USB,2018 q2,4010,0.36832556879563016,Gerard S. Cassidy,0.10614371170518878,male,RBC Capital Markets
14,WFC,2018 q2,4010,0.2909843096810748,Gerard S. Cassidy,0.13434569616034517,male,RBC Capital Markets
15,BAC,2018 q2,4010,0.365020162361676,"Mr. Kenneth M. Leon, CPA",0.29261263045382624,male,CFRA Equity Research
16,JPM,2018 q2,4010,0.3662076412727574,"Mr. Kenneth M. Leon, CPA",0.13705015660461176,male,CFRA Equity Research
17,WFC,2018 q2,4010,0.2909843096810748,"Mr. Kenneth M. Leon, CPA",0.08544718808255918,male,CFRA Equity Research
18,BAC,2018 q2,4010,0.365020162361676,James F. Mitchell,0.10587355784578933,male,The Buckingham Research Group
19,JPM,2018 q2,4010,0.3662076412727574,James F. Mitchell,0.146622645683858,male,The Buckingham Research Group
20,WFC,2018 q2,4010,0.2909843096810748,James F. Mitchell,0.23891666813004647,male,The Buckingham Research Group
21,BAC,2018 q2,4010,0.365020162361676,SADIF Research,0.3633361500604632,Not a person,Sadif Analytics Prime
22,CMA,2018 q2,4010,0.43400915376975047,SADIF Research,0.12807897581290525,Not a person,Sadif Analytics Prime
23,FITB,2018 q2,4010,0.31492810417868145,SADIF Research,0.18924291393165635,Not a person,Sadif Analytics Prime
24,HBAN,2018 q2,4010,0.500617246648666,SADIF Research,0.23643044586099465,Not a person,Sadif Analytics Prime
25,MTB,2018 q2,4010,0.2836497351673357,SADIF Research,0.19563781825387386,Not a person,Sadif Analytics Prime
26,PBCT,2018 q2,4010,0.2804876045452075,SADIF Research,0.31147212243092764,Not a person,Sadif Analytics Prime
27,PNC,2018 q2,4010,0.3323118226522467,SADIF Research,0.11822958520299923,Not a person,Sadif Analytics Prime
28,TFC,2018 q2,4010,0.3998227069708733,SADIF Research,0.2375083636579595,Not a person,Sadif Analytics Prime
29,USB,2018 q2,4010,0.36832556879563016,SADIF Research,0.09941466730284788,Not a person,Sadif Analytics Prime
30,WFC,2018 q2,4010,0.2909843096810748,SADIF Research,0.2365884675692264,Not a person,Sadif Analytics Prime
31,BAC,2018 q2,4010,0.365020162361676,Chris M. Kotowski,0.13692792531673384,male,"Oppenheimer & Co., Inc."
32,BAC,2018 q2,4010,0.365020162361676,Mr. Jim Sinegal,0.17108727037341753,male,"Morningstar, Inc."
33,JPM,2018 q2,4010,0.3662076412727574,Mr. Jim Sinegal,0.4866747510232288,male,"Morningstar, Inc."
34,WFC,2018 q2,4010,0.2909843096810748,Mr. Jim Sinegal,0.14662024466645587,male,"Morningstar, Inc."
35,BAC,2018 q2,4010,0.365020162361676,"Mr. Jason M. Goldberg, CFA",0.2263282541511371,male,Barclays
36,CFG,2018 q2,4010,0.328251224527058,"Mr. Jason M. Goldberg, CFA",0.20727131238254337,male,Barclays
37,CMA,2018 q2,4010,0.43400915376975047,"Mr. Jason M. Goldberg, CFA",0.16626963768229963,male,Barclays
38,FITB,2018 q2,4010,0.31492810417868145,"Mr. Jason M. Goldberg, CFA",0.10454189863558823,male,Barclays
39,MTB,2018 q2,4010,0.2836497351673357,"Mr. Jason M. Goldberg, CFA",0.2411219298594266,male,Barclays
40,PNC,2018 q2,4010,0.3323118226522467,"Mr. Jason M. Goldberg, CFA",0.3035312917441671,male,Barclays
41,TFC,2018 q2,4010,0.3998227069708733,"Mr. Jason M. Goldberg, CFA",0.12567758258312717,male,Barclays
42,USB,2018 q2,4010,0.36832556879563016,"Mr. Jason M. Goldberg, CFA",0.2513525186163746,male,Barclays
43,WFC,2018 q2,4010,0.2909843096810748,"Mr. Jason M. Goldberg, CFA",0.1265606996884488,male,Barclays
44,BAC,2018 q2,4010,0.365020162361676,Ken M. Usdin,0.3601899914502463,male,Jefferies
45,CFG,2018 q2,4010,0.328251224527058,Ken M. Usdin,0.10715654955968125,male,Jefferies
46,CMA,2018 q2,4010,0.43400915376975047,Ken M. Usdin,0.14390200614572463,male,Jefferies
47,FITB,2018 q2,4010,0.31492810417868145,Ken M. Usdin,0.20362920368639506,male,Jefferies
48,USB,2018 q2,4010,0.36832556879563016,Ken M. Usdin,0.1073767736758985,male,Jefferies
49,WFC,2018 q2,4010,0.2909843096810748,Ken M. Usdin,0.2352766105434229,male,Jefferies
50,BAC,2018 q2,4010,0.365020162361676,CFRA Research,0.3033879997721634,Not a person,CFRA Equity Research
51,BAC,2018 q2,4010,0.365020162361676,Mr. Jeffery J. Harte,0.17616133207167112,male,Sandler O'Neill & Partners
52,JPM,2018 q2,4010,0.3662076412727574,Mr. Jeffery J. Harte,0.10499581090660023,male,Sandler O'Neill & Partners
53,CFG,2018 q2,4010,0.328251224527058,Erika L. Najarian,0.22473405177019148,female,BofA Global Research
54,CMA,2018 q2,4010,0.43400915376975047,Erika L. Najarian,0.11617715642813335,female,BofA Global Research
55,FITB,2018 q2,4010,0.31492810417868145,Erika L. Najarian,0.5044771472911589,female,BofA Global Research
56,FRC,2018 q2,4010,0.3945130208980646,Erika L. Najarian,0.14857887774541126,female,BofA Global Research
57,HBAN,2018 q2,4010,0.500617246648666,Erika L. Najarian,0.9974634509364073,female,BofA Global Research
58,MTB,2018 q2,4010,0.2836497351673357,Erika L. Najarian,0.11712484915942513,female,BofA Global Research
59,PNC,2018 q2,4010,0.3323118226522467,Erika L. Najarian,0.23082808186342815,female,BofA Global Research
60,TFC,2018 q2,4010,0.3998227069708733,Erika L. Najarian,0.13162909955432125,female,BofA Global Research
61,WFC,2018 q2,4010,0.2909843096810748,Erika L. Najarian,0.14468754444801973,female,BofA Global Research
62,ZION,2018 q2,4010,0.31775797650538806,Erika L. Najarian,0.25267049716158946,female,BofA Global Research
63,CFG,2018 q2,4010,0.328251224527058,"Mr. Ken A. Zerbe, CFA",0.2526458866780317,male,Morgan Stanley
64,CMA,2018 q2,4010,0.43400915376975047,"Mr. Ken A. Zerbe, CFA",0.8965407855970775,male,Morgan Stanley
65,ZION,2018 q2,4010,0.31775797650538806,"Mr. Ken A. Zerbe, CFA",0.07770858127825339,male,Morgan Stanley
66,CFG,2018 q2,4010,0.328251224527058,Mr. John Pancari,0.36880310527605353,male,EVERCORE ISI
67,CMA,2018 q2,4010,0.43400915376975047,Mr. John Pancari,0.12780297668780194,male,EVERCORE ISI
68,FITB,2018 q2,4010,0.31492810417868145,Mr. John Pancari,0.1989997203687233,male,EVERCORE ISI
69,FRC,2018 q2,4010,0.3945130208980646,Mr. John Pancari,0.3017077198111157,male,EVERCORE ISI
70,HBAN,2018 q2,4010,0.500617246648666,Mr. John Pancari,0.3888417325603766,male,EVERCORE ISI
71,MTB,2018 q2,4010,0.2836497351673357,Mr. John Pancari,0.15205329093452172,male,EVERCORE ISI
72,PNC,2018 q2,4010,0.3323118226522467,Mr. John Pancari,0.11295243828611311,male,EVERCORE ISI
73,SIVB,2018 q2,4010,0.3670321530230919,Mr. John Pancari,0.1613765285030791,male,EVERCORE ISI
74,TFC,2018 q2,4010,0.3998227069708733,Mr. John Pancari,0.08654759174351948,male,EVERCORE ISI
75,WFC,2018 q2,4010,0.2909843096810748,Mr. John Pancari,0.14832573557256287,male,EVERCORE ISI
76,ZION,2018 q2,4010,0.31775797650538806,Mr. John Pancari,0.09129006978452092,male,EVERCORE ISI
77,CFG,2018 q2,4010,0.328251224527058,Jack Hampson,0.1422435168998745,male,CFRA Equity Research
78,CMA,2018 q2,4010,0.43400915376975047,Jack Hampson,0.1803122859045472,male,CFRA Equity Research
79,FITB,2018 q2,4010,0.31492810417868145,Jack Hampson,0.10596334591642818,male,CFRA Equity Research
80,HBAN,2018 q2,4010,0.500617246648666,Jack Hampson,0.19381975583341945,male,CFRA Equity Research
81,MTB,2018 q2,4010,0.2836497351673357,Jack Hampson,0.13525654284740649,male,CFRA Equity Research
82,PBCT,2018 q2,4010,0.2804876045452075,Jack Hampson,0.36949557314709125,male,CFRA Equity Research
83,PNC,2018 q2,4010,0.3323118226522467,Jack Hampson,0.11177406477131248,male,CFRA Equity Research
84,SIVB,2018 q2,4010,0.3670321530230919,Jack Hampson,0.08086774061526911,male,CFRA Equity Research
85,TFC,2018 q2,4010,0.3998227069708733,Jack Hampson,0.18413686166648158,male,CFRA Equity Research
86,USB,2018 q2,4010,0.36832556879563016,Jack Hampson,0.12587599178226003,male,CFRA Equity Research
87,ZION,2018 q2,4010,0.31775797650538806,Jack Hampson,0.21682307430150224,male,CFRA Equity Research
88,CFG,2018 q2,4010,0.328251224527058,Mr. Cornelio Ash,0.4879186993361593,male,William O'Neil + Co.
89,CFG,2018 q2,4010,0.328251224527058,R. Scott Siefers,0.14661074315945208,male,Sandler O'Neill & Partners
90,CMA,2018 q2,4010,0.43400915376975047,R. Scott Siefers,0.21538135020154234,male,Sandler O'Neill & Partners
91,FITB,2018 q2,4010,0.31492810417868145,R. Scott Siefers,0.45543177478791447,male,Sandler O'Neill & Partners
92,HBAN,2018 q2,4010,0.500617246648666,R. Scott Siefers,0.17544799682787965,male,Sandler O'Neill & Partners
93,PNC,2018 q2,4010,0.3323118226522467,R. Scott Siefers,0.1209787224440362,male,Sandler O'Neill & Partners
94,USB,2018 q2,4010,0.36832556879563016,R. Scott Siefers,0.6419356828876899,male,Sandler O'Neill & Partners
95,WFC,2018 q2,4010,0.2909843096810748,R. Scott Siefers,0.15981555847811077,male,Sandler O'Neill & Partners
96,CFG,2018 q2,4010,0.328251224527058,"Mr. Terry McEvoy, CFA",0.07624940360632952,male,Stephens Inc.
97,CMA,2018 q2,4010,0.43400915376975047,"Mr. Terry McEvoy, CFA",0.8985604164271954,male,Stephens Inc.
98,FITB,2018 q2,4010,0.31492810417868145,"Mr. Terry McEvoy, CFA",0.09481976794819055,male,Stephens Inc.
99,FRC,2018 q2,4010,0.3945130208980646,"Mr. Terry McEvoy, CFA",0.2700829288190975,male,Stephens Inc.
100,HBAN,2018 q2,4010,0.500617246648666,"Mr. Terry McEvoy, CFA",0.15969132588845436,male,Stephens Inc.
101,PNC,2018 q2,4010,0.3323118226522467,"Mr. Terry McEvoy, CFA",0.2294196783245375,male,Stephens Inc.
102,TFC,2018 q2,4010,0.3998227069708733,"Mr. Terry McEvoy, CFA",0.4433241998703334,male,Stephens Inc.
103,USB,2018 q2,4010,0.36832556879563016,"Mr. Terry McEvoy, CFA",0.5130277149593653,male,Stephens Inc.
104,ZION,2018 q2,4010,0.31775797650538806,"Mr. Terry McEvoy, CFA",0.0995749520180706,male,Stephens Inc.
105,CFG,2018 q2,4010,0.328251224527058,Mr. Kevin J. Barker,0.24384888206032707,male,Piper Sandler Companies
106,FITB,2018 q2,4010,0.31492810417868145,Mr. Kevin J. Barker,0.12443203373187772,male,Piper Sandler Companies
107,HBAN,2018 q2,4010,0.500617246648666,Mr. Kevin J. Barker,0.27164208084691344,male,Piper Sandler Companies
108,MTB,2018 q2,4010,0.2836497351673357,Mr. Kevin J. Barker,0.11543349132778286,male,Piper Sandler Companies
109,PNC,2018 q2,4010,0.3323118226522467,Mr. Kevin J. Barker,0.32030867741964303,male,Piper Sandler Companies
110,TFC,2018 q2,4010,0.3998227069708733,Mr. Kevin J. Barker,0.9626724695442426,male,Piper Sandler Companies
111,USB,2018 q2,4010,0.36832556879563016,Mr. Kevin J. Barker,0.1365222430386316,male,Piper Sandler Companies
112,WFC,2018 q2,4010,0.2909843096810748,Mr. Kevin J. Barker,0.34614825202256877,male,Piper Sandler Companies
113,ZION,2018 q2,4010,0.31775797650538806,Mr. Kevin J. Barker,0.2485708038585913,male,Piper Sandler Companies
114,CFG,2018 q2,4010,0.328251224527058,Mr. Peter J. Winter,0.21606060812868322,male,Wedbush Securities Inc.
115,CMA,2018 q2,4010,0.43400915376975047,Mr. Peter J. Winter,0.33189578740614223,male,Wedbush Securities Inc.
116,FITB,2018 q2,4010,0.31492810417868145,Mr. Peter J. Winter,0.08055135539461777,male,Wedbush Securities Inc.
117,HBAN,2018 q2,4010,0.500617246648666,Mr. Peter J. Winter,0.544228981196152,male,Wedbush Securities Inc.
118,MTB,2018 q2,4010,0.2836497351673357,Mr. Peter J. Winter,0.5567667743585482,male,Wedbush Securities Inc.
119,ZION,2018 q2,4010,0.31775797650538806,Mr. Peter J. Winter,0.12584614401777006,male,Wedbush Securities Inc.
120,CMA,2018 q2,4010,0.43400915376975047,Mr. David Rochester,0.22755643631016145,male,Deutsche Bank
121,PBCT,2018 q2,4010,0.2804876045452075,Mr. David Rochester,0.23912744777935394,male,Deutsche Bank
122,ZION,2018 q2,4010,0.31775797650538806,Mr. David Rochester,0.4624994030254247,male,Deutsche Bank
123,CMA,2018 q2,4010,0.43400915376975047,"Jack G. Micenko, Jr",0.26722651805501585,male,Susquehanna Financial Group LLLP
124,FITB,2018 q2,4010,0.31492810417868145,"Jack G. Micenko, Jr",0.2778562652697646,male,Susquehanna Financial Group LLLP
125,HBAN,2018 q2,4010,0.500617246648666,"Jack G. Micenko, Jr",0.36610141189800444,male,Susquehanna Financial Group LLLP
126,PNC,2018 q2,4010,0.3323118226522467,"Jack G. Micenko, Jr",0.197726775511828,male,Susquehanna Financial Group LLLP
127,TFC,2018 q2,4010,0.3998227069708733,"Jack G. Micenko, Jr",0.2483186475736989,male,Susquehanna Financial Group LLLP
128,USB,2018 q2,4010,0.36832556879563016,"Jack G. Micenko, Jr",0.2197511184724801,male,Susquehanna Financial Group LLLP
129,WFC,2018 q2,4010,0.2909843096810748,"Jack G. Micenko, Jr",0.22016385533859217,male,Susquehanna Financial Group LLLP
130,ZION,2018 q2,4010,0.31775797650538806,"Jack G. Micenko, Jr",0.11188567324701153,male,Susquehanna Financial Group LLLP
131,CMA,2018 q2,4010,0.43400915376975047,"Ms. Jennifer H. Demba, CFA",0.12640801280890723,female,SunTrust Robinson Humphrey Capital Markets
