,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,CMG,2018 q2,2530,0.6073378150341149,CFRA Research,0.2639464552198481,Not a person,CFRA Equity Research
1,DPZ,2018 q2,2530,0.71018329919713,CFRA Research,0.753278735561989,Not a person,CFRA Equity Research
2,DRI,2018 q2,2530,0.6109215321868529,CFRA Research,0.6507631266984812,Not a person,CFRA Equity Research
3,HLT,2018 q2,2530,0.7375250173687129,CFRA Research,0.7441765140590587,Not a person,CFRA Equity Research
4,LVS,2018 q2,2530,0.7286019114367311,CFRA Research,0.48255151183553996,Not a person,CFRA Equity Research
5,MAR,2018 q2,2530,0.7644163063993827,CFRA Research,0.3885742909183745,Not a person,CFRA Equity Research
6,MCD,2018 q2,2530,0.6624044139030749,CFRA Research,0.6541252148445148,Not a person,CFRA Equity Research
7,MGM,2018 q2,2530,0.5247627913169686,CFRA Research,0.34873418808785933,Not a person,CFRA Equity Research
8,SBUX,2018 q2,2530,0.6608659632581666,CFRA Research,0.3232115093938418,Not a person,CFRA Equity Research
9,WYNN,2018 q2,2530,0.5813817726467343,CFRA Research,0.5172477641770462,Not a person,CFRA Equity Research
10,YUM,2018 q2,2530,0.6837241642864655,CFRA Research,0.48393858021784103,Not a person,CFRA Equity Research
11,CMG,2018 q2,2530,0.6073378150341149,David S. Palmer,0.6906705470249958,male,RBC Capital Markets
12,DRI,2018 q2,2530,0.6109215321868529,David S. Palmer,0.48917146974301035,male,RBC Capital Markets
13,MCD,2018 q2,2530,0.6624044139030749,David S. Palmer,0.1899353047735974,male,RBC Capital Markets
14,SBUX,2018 q2,2530,0.6608659632581666,David S. Palmer,0.35238276650086353,male,RBC Capital Markets
15,CMG,2018 q2,2530,0.6073378150341149,Mr. Peter M. Saleh,0.2560627637991381,male,BTIG
16,DPZ,2018 q2,2530,0.71018329919713,Mr. Peter M. Saleh,0.4254159437409502,male,BTIG
17,MCD,2018 q2,2530,0.6624044139030749,Mr. Peter M. Saleh,0.40697437065560765,male,BTIG
18,SBUX,2018 q2,2530,0.6608659632581666,Mr. Peter M. Saleh,0.8307252747632851,male,BTIG
19,YUM,2018 q2,2530,0.6837241642864655,Mr. Peter M. Saleh,0.4099633507801854,male,BTIG
20,CMG,2018 q2,2530,0.6073378150341149,"Mr. R.J. J. Hottovy, Jr",0.27662564282182667,male,"Morningstar, Inc."
21,DRI,2018 q2,2530,0.6109215321868529,"Mr. R.J. J. Hottovy, Jr",0.3455771230365271,male,"Morningstar, Inc."
22,MCD,2018 q2,2530,0.6624044139030749,"Mr. R.J. J. Hottovy, Jr",0.3133126542085013,male,"Morningstar, Inc."
23,SBUX,2018 q2,2530,0.6608659632581666,"Mr. R.J. J. Hottovy, Jr",0.3519800307905308,male,"Morningstar, Inc."
24,CMG,2018 q2,2530,0.6073378150341149,Mr. John S. Glass,0.40795811864621817,male,Morgan Stanley
25,DPZ,2018 q2,2530,0.71018329919713,Mr. John S. Glass,0.6005396170671028,male,Morgan Stanley
26,DRI,2018 q2,2530,0.6109215321868529,Mr. John S. Glass,0.80381270669912,male,Morgan Stanley
27,MCD,2018 q2,2530,0.6624044139030749,Mr. John S. Glass,0.5713529317029981,male,Morgan Stanley
28,SBUX,2018 q2,2530,0.6608659632581666,Mr. John S. Glass,0.5439325123645028,male,Morgan Stanley
29,YUM,2018 q2,2530,0.6837241642864655,Mr. John S. Glass,0.6203392166773196,male,Morgan Stanley
30,CMG,2018 q2,2530,0.6073378150341149,Mr. Jake Bartlett,0.25030341279703544,male,SunTrust Robinson Humphrey Capital Markets
31,DRI,2018 q2,2530,0.6109215321868529,Mr. Jake Bartlett,0.27686706127798677,male,SunTrust Robinson Humphrey Capital Markets
32,MCD,2018 q2,2530,0.6624044139030749,Mr. Jake Bartlett,0.6442160849233741,male,SunTrust Robinson Humphrey Capital Markets
33,CMG,2018 q2,2530,0.6073378150341149,Ms. Lynne L. Collier,0.3023788405654416,female,Canaccord Genuity
34,DRI,2018 q2,2530,0.6109215321868529,Ms. Lynne L. Collier,0.7702705380025023,female,Canaccord Genuity
