,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
0,AAPL,2019 q2,4520,0.6583605100947661,Wamsi Mohan,0.40295527391975283,male,BofA Global Research
1,APH,2019 q2,4520,0.7490143133962216,Wamsi Mohan,0.5202080872779693,male,BofA Global Research
2,GLW,2019 q2,4520,0.7884522943785882,Wamsi Mohan,0.5852457736878999,male,BofA Global Research
3,HPE (1),2019 q2,4520,0.7015500616662247,Wamsi Mohan,0.8385576845660003,male,BofA Global Research
4,NTAP,2019 q2,4520,0.7535012069211741,Wamsi Mohan,0.44693896987452564,male,BofA Global Research
5,STX,2019 q2,4520,0.7609502460969415,Wamsi Mohan,0.5952901782679699,male,BofA Global Research
6,TEL,2019 q2,4520,0.7305158638618927,Wamsi Mohan,0.6479785055844317,male,BofA Global Research
7,WDC,2019 q2,4520,0.7231610605135381,Wamsi Mohan,0.8373657278861494,male,BofA Global Research
8,AAPL,2019 q2,4520,0.6583605100947661,"Mr. Steven M. Milunovich, CFA",0.6789951827028129,male,Wolfe Research
9,ANET,2019 q2,4520,0.7602505472406021,"Mr. Steven M. Milunovich, CFA",0.7958249557970407,male,Wolfe Research
10,HPQ,2019 q2,4520,0.7376619467554457,"Mr. Steven M. Milunovich, CFA",0.5529316900700859,male,Wolfe Research
11,NTAP,2019 q2,4520,0.7535012069211741,"Mr. Steven M. Milunovich, CFA",0.6132763572758595,male,Wolfe Research
12,AAPL,2019 q2,4520,0.6583605100947661,Mr. Matthew N. Cabral,0.3907183911779585,male,Credit Suisse
13,CDW,2019 q2,4520,0.7087273387200351,Mr. Matthew N. Cabral,0.5363251191546892,male,Credit Suisse
14,NTAP,2019 q2,4520,0.7535012069211741,Mr. Matthew N. Cabral,0.36799599225422525,male,Credit Suisse
15,AAPL,2019 q2,4520,0.6583605100947661,Mr. Abhinav Davuluri,0.3232619905438661,male,"Morningstar, Inc."
16,AAPL,2019 q2,4520,0.6583605100947661,Walter Piecyk,0.7956276877418951,male,BTIG
17,MSI,2019 q2,4520,0.7579497808900426,Walter Piecyk,0.5979310710152409,male,BTIG
18,AAPL,2019 q2,4520,0.6583605100947661,"Ms. Angelo Zino, CFA",0.1813778065040683,female,CFRA Equity Research
19,HPE (1),2019 q2,4520,0.7015500616662247,"Ms. Angelo Zino, CFA",0.5423541161064739,female,CFRA Equity Research
20,HPQ,2019 q2,4520,0.7376619467554457,"Ms. Angelo Zino, CFA",0.6241043512093463,female,CFRA Equity Research
21,NTAP,2019 q2,4520,0.7535012069211741,"Ms. Angelo Zino, CFA",0.5990030895529007,female,CFRA Equity Research
22,WDC,2019 q2,4520,0.7231610605135381,"Ms. Angelo Zino, CFA",0.7341526695200727,female,CFRA Equity Research
23,AAPL,2019 q2,4520,0.6583605100947661,Mr. Krish Sankar,0.27629638298840425,male,Cowen and Company
24,AAPL,2019 q2,4520,0.6583605100947661,Derek Harris,0.778315457962155,male,BofA Global Research
25,AAPL,2019 q2,4520,0.6583605100947661,Mr. Erwan Rambourg,0.5471906115933152,male,HSBC
26,AAPL,2019 q2,4520,0.6583605100947661,Michael J. Olson,0.2394072762320592,male,Piper Sandler Companies
27,AAPL,2019 q2,4520,0.6583605100947661,"Mr. Amit J. Daryanani, CFA",0.2532999519380529,male,EVERCORE ISI
28,APH,2019 q2,4520,0.7490143133962216,"Mr. Amit J. Daryanani, CFA",0.9644364191239707,male,EVERCORE ISI
29,AAPL,2019 q2,4520,0.6583605100947661,"Timothy K. Horan, CFA",0.6863664134246755,male,"Oppenheimer & Co., Inc."
30,AAPL,2019 q2,4520,0.6583605100947661,Ms. Katy L. Huberty,0.47695518560930256,female,Morgan Stanley
31,HPE (1),2019 q2,4520,0.7015500616662247,Ms. Katy L. Huberty,0.6935704737411282,female,Morgan Stanley
32,HPQ,2019 q2,4520,0.7376619467554457,Ms. Katy L. Huberty,0.5659836549217914,female,Morgan Stanley
33,NTAP,2019 q2,4520,0.7535012069211741,Ms. Katy L. Huberty,0.6494930342714587,female,Morgan Stanley
34,STX,2019 q2,4520,0.7609502460969415,Ms. Katy L. Huberty,0.4730753561998454,female,Morgan Stanley
35,AAPL,2019 q2,4520,0.6583605100947661,Mr. Nehal S. Chokshi,0.6788679049963632,male,Maxim Group
36,HPE (1),2019 q2,4520,0.7015500616662247,Mr. Nehal S. Chokshi,0.5482856267057267,male,Maxim Group
37,NTAP,2019 q2,4520,0.7535012069211741,Mr. Nehal S. Chokshi,0.9955122867417449,male,Maxim Group
38,STX,2019 q2,4520,0.7609502460969415,Mr. Nehal S. Chokshi,0.5733862985678451,male,Maxim Group
